Area_Name,Year,Group_Name,K_A_Cases_Reported,K_A_Female_10_15_Years,K_A_Female_15_18_Years,K_A_Female_18_30_Years,K_A_Female_30_50_Years,K_A_Female_Above_50_Years,K_A_Female_Total,K_A_Female_Upto_10_Years,K_A_Grand_Total,K_A_Male_10_15_Years,K_A_Male_15_18_Years,K_A_Male_18_30_Years,K_A_Male_30_50_Years,K_A_Male_Above_50_Years,K_A_Male_Total,K_A_Male_Upto_10_Years
Chhattisgarh,2005,Kidnap - For Unlawful Activity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi,2005,Kidnap - For Unlawful Activity,5,0,0,3,1,0,4,0,5,0,0,0,0,0,1,1
Gujarat,2005,Kidnap - For Unlawful Activity,18,0,0,2,0,0,2,0,18,1,0,1,6,3,16,5
Haryana,2005,Kidnap - For Unlawful Activity,29,0,4,10,0,0,16,2,37,1,1,6,10,0,21,3
Himachal Pradesh,2005,Kidnap - For Unlawful Activity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2005,Kidnap - For Unlawful Activity,5,0,0,0,0,0,0,0,5,0,0,4,1,0,5,0
Jharkhand,2005,Kidnap - For Unlawful Activity,18,0,0,0,0,0,0,0,18,1,0,12,5,0,18,0
Karnataka,2005,Kidnap - For Unlawful Activity,35,0,0,19,2,0,21,0,38,0,0,7,9,1,17,0
Kerala,2005,Kidnap - For Unlawful Activity,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
Madhya Pradesh,2005,Kidnap - For Unlawful Activity,11,1,1,0,0,0,3,1,11,1,1,3,2,0,8,1
Maharashtra,2005,Kidnap - For Unlawful Activity,29,2,3,1,1,0,10,3,31,1,1,4,14,1,21,0
Manipur,2005,Kidnap - For Unlawful Activity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2005,Kidnap - For Unlawful Activity,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
Mizoram,2005,Kidnap - For Unlawful Activity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2005,Kidnap - For Unlawful Activity,3,0,0,0,0,0,0,0,3,0,0,0,2,1,3,0
Odisha,2005,Kidnap - For Unlawful Activity,24,0,0,4,0,0,4,0,24,7,0,8,4,0,20,1
Punjab,2005,Kidnap - For Unlawful Activity,0,0,0,0,0,0,1,1,2,0,0,1,0,0,1,0
Rajasthan,2005,Kidnap - For Unlawful Activity,15,0,0,7,2,0,9,0,15,1,0,4,1,0,6,0
Tamil Nadu,2005,Kidnap - For Unlawful Activity,6,0,0,0,0,0,0,0,6,1,0,2,3,0,6,0
Tripura,2005,Kidnap - For Unlawful Activity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,2005,Kidnap - For Unlawful Activity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,2005,Kidnap - For Unlawful Activity,13,0,1,0,0,0,4,3,13,0,0,3,4,1,9,1
Andhra Pradesh,2006,Kidnap - For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2006,Kidnap - For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2006,Kidnap - For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,2006,Kidnap - For Adoption,50,0,0,0,0,0,0,0,50,0,0,50,0,0,50,0
Chhattisgarh,2006,Kidnap - For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi,2006,Kidnap - For Adoption,4,2,0,0,0,0,3,1,4,0,0,0,0,0,1,1
Gujarat,2006,Kidnap - For Adoption,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
Himachal Pradesh,2006,Kidnap - For Adoption,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
Jammu & Kashmir,2006,Kidnap - For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,2006,Kidnap - For Adoption,2,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0
Karnataka,2006,Kidnap - For Adoption,11,0,0,0,0,0,0,0,11,0,0,6,5,0,11,0
Kerala,2006,Kidnap - For Adoption,3,0,0,0,0,0,1,1,3,0,0,0,0,0,2,2
Madhya Pradesh,2006,Kidnap - For Adoption,4,0,3,0,0,0,3,0,4,1,0,0,0,0,1,0
Maharashtra,2006,Kidnap - For Adoption,13,1,0,0,1,0,3,1,13,1,2,3,2,1,10,1
Manipur,2006,Kidnap - For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2006,Kidnap - For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,2006,Kidnap - For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2006,Kidnap - For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2006,Kidnap - For Adoption,4,1,0,3,0,0,4,0,4,0,0,0,0,0,0,0
Punjab,2006,Kidnap - For Adoption,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
Tamil Nadu,2006,Kidnap - For Adoption,12,0,0,10,0,0,10,0,12,0,0,1,0,0,2,1
Tripura,2006,Kidnap - For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,2006,Kidnap - For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,2006,Kidnap - For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2006,Kidnap - For Begging,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
Arunachal Pradesh,2006,Kidnap - For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2006,Kidnap - For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,2006,Kidnap - For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,2006,Kidnap - For Begging,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
Haryana,2006,Kidnap - For Begging,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
Himachal Pradesh,2006,Kidnap - For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2006,Kidnap - For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,2006,Kidnap - For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karnataka,2006,Kidnap - For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kerala,2006,Kidnap - For Begging,2,0,0,0,0,0,1,1,2,0,0,0,0,0,1,1
Madhya Pradesh,2006,Kidnap - For Begging,1,0,0,0,0,0,1,1,2,0,0,0,0,0,1,1
Maharashtra,2006,Kidnap - For Begging,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
Manipur,2006,Kidnap - For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2006,Kidnap - For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,2006,Kidnap - For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2006,Kidnap - For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2006,Kidnap - For Begging,9,9,0,0,0,0,9,0,9,0,0,0,0,0,0,0
Tamil Nadu,2006,Kidnap - For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tripura,2006,Kidnap - For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,2006,Kidnap - For Begging,4,0,0,0,0,0,0,0,4,3,0,0,0,0,4,1
West Bengal,2006,Kidnap - For Begging,3,0,0,0,0,0,1,1,3,2,0,0,0,0,2,0
Andhra Pradesh,2006,Kidnap - For Camel Racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2006,Kidnap - For Camel Racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2006,Kidnap - For Camel Racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,2006,Kidnap - For Camel Racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,2006,Kidnap - For Camel Racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2006,Kidnap - For Camel Racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2006,Kidnap - For Camel Racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,2006,Kidnap - For Camel Racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karnataka,2006,Kidnap - For Camel Racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2006,Kidnap - For Camel Racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maharashtra,2006,Kidnap - For Camel Racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manipur,2006,Kidnap - For Camel Racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2006,Kidnap - For Camel Racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,2006,Kidnap - For Camel Racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2006,Kidnap - For Camel Racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2006,Kidnap - For Camel Racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,2006,Kidnap - For Camel Racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tripura,2006,Kidnap - For Camel Racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,2006,Kidnap - For Camel Racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,2006,Kidnap - For Camel Racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2006,Kidnap - For Illicit Intercourse,111,40,18,52,1,0,111,0,111,0,0,0,0,0,0,0
Arunachal Pradesh,2006,Kidnap - For Illicit Intercourse,7,7,0,0,0,0,7,0,7,0,0,0,0,0,0,0
Assam,2006,Kidnap - For Illicit Intercourse,147,0,0,117,30,0,147,0,147,0,0,0,0,0,0,0
Bihar,2006,Kidnap - For Illicit Intercourse,89,0,0,65,24,0,89,0,89,0,0,0,0,0,0,0
Chhattisgarh,2006,Kidnap - For Illicit Intercourse,24,3,12,4,3,0,23,1,24,1,0,0,0,0,1,0
Delhi,2006,Kidnap - For Illicit Intercourse,14,3,5,5,0,0,14,1,14,0,0,0,0,0,0,0
Goa,2006,Kidnap - For Illicit Intercourse,3,2,1,0,0,0,3,0,3,0,0,0,0,0,0,0
Gujarat,2006,Kidnap - For Illicit Intercourse,184,21,78,69,10,0,183,5,188,0,0,5,0,0,5,0
Haryana,2006,Kidnap - For Illicit Intercourse,82,28,44,10,0,0,82,0,82,0,0,0,0,0,0,0
Himachal Pradesh,2006,Kidnap - For Illicit Intercourse,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
Jammu & Kashmir,2006,Kidnap - For Illicit Intercourse,405,1,67,239,98,0,405,0,405,0,0,0,0,0,0,0
Jharkhand,2006,Kidnap - For Illicit Intercourse,25,3,6,5,1,0,15,0,25,1,0,9,0,0,10,0
Karnataka,2006,Kidnap - For Illicit Intercourse,4,0,2,2,0,0,4,0,7,0,0,2,1,0,3,0
Kerala,2006,Kidnap - For Illicit Intercourse,15,2,1,12,0,0,15,0,15,0,0,0,0,0,0,0
Madhya Pradesh,2006,Kidnap - For Illicit Intercourse,40,3,14,18,4,0,40,1,40,0,0,0,0,0,0,0
Maharashtra,2006,Kidnap - For Illicit Intercourse,68,8,20,23,8,1,64,4,71,0,0,6,0,0,7,1
Manipur,2006,Kidnap - For Illicit Intercourse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2006,Kidnap - For Illicit Intercourse,19,0,11,8,0,0,19,0,19,0,0,0,0,0,0,0
Mizoram,2006,Kidnap - For Illicit Intercourse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2006,Kidnap - For Illicit Intercourse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2006,Kidnap - For Illicit Intercourse,87,5,3,68,1,0,77,0,87,0,0,10,0,0,10,0
Puducherry,2006,Kidnap - For Illicit Intercourse,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
Punjab,2006,Kidnap - For Illicit Intercourse,35,1,2,30,1,0,35,1,37,0,0,2,0,0,2,0
Rajasthan,2006,Kidnap - For Illicit Intercourse,17,0,3,14,0,0,17,0,17,0,0,0,0,0,0,0
Sikkim,2006,Kidnap - For Illicit Intercourse,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
Tamil Nadu,2006,Kidnap - For Illicit Intercourse,35,2,7,23,3,0,35,0,35,0,0,0,0,0,0,0
Tripura,2006,Kidnap - For Illicit Intercourse,4,0,0,4,0,0,4,0,4,0,0,0,0,0,0,0
Uttar Pradesh,2006,Kidnap - For Illicit Intercourse,1161,54,182,679,246,0,1161,0,1161,0,0,0,0,0,0,0
Uttarakhand,2006,Kidnap - For Illicit Intercourse,2,0,1,0,1,0,2,0,2,0,0,0,0,0,0,0
West Bengal,2006,Kidnap - For Illicit Intercourse,44,0,0,39,5,0,44,0,44,0,0,0,0,0,0,0
Andhra Pradesh,2006,Kidnap - For Marriage,651,92,161,401,14,0,668,0,675,0,1,6,0,0,7,0
Arunachal Pradesh,2006,Kidnap - For Marriage,42,11,7,24,0,0,42,0,42,0,0,0,0,0,0,0
Assam,2006,Kidnap - For Marriage,1255,0,25,1032,198,0,1255,0,1255,0,0,0,0,0,0,0
Bihar,2006,Kidnap - For Marriage,789,0,5,641,52,0,698,0,789,0,0,91,0,0,91,0
Chandigarh,2006,Kidnap - For Marriage,52,0,37,15,0,0,52,0,52,0,0,0,0,0,0,0
Chhattisgarh,2006,Kidnap - For Marriage,126,18,36,66,4,0,126,2,126,0,0,0,0,0,0,0
Dadra & Nagar Haveli,2006,Kidnap - For Marriage,12,2,6,4,0,0,12,0,12,0,0,0,0,0,0,0
Delhi,2006,Kidnap - For Marriage,218,25,126,67,0,0,218,0,218,0,0,0,0,0,0,0
Goa,2006,Kidnap - For Marriage,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
Gujarat,2006,Kidnap - For Marriage,713,44,161,445,61,0,711,0,719,0,0,7,1,0,8,0
Haryana,2006,Kidnap - For Marriage,298,10,38,284,1,0,333,0,339,0,3,3,0,0,6,0
Himachal Pradesh,2006,Kidnap - For Marriage,95,13,35,39,7,0,95,1,95,0,0,0,0,0,0,0
Jammu & Kashmir,2006,Kidnap - For Marriage,269,1,0,218,35,0,254,0,254,0,0,0,0,0,0,0
Jharkhand,2006,Kidnap - For Marriage,292,22,92,101,20,0,235,0,266,0,14,13,4,0,31,0
Karnataka,2006,Kidnap - For Marriage,87,3,25,46,1,0,75,0,101,0,0,20,6,0,26,0
Kerala,2006,Kidnap - For Marriage,86,0,32,53,1,0,86,0,86,0,0,0,0,0,0,0
Madhya Pradesh,2006,Kidnap - For Marriage,370,40,100,207,23,0,370,0,370,0,0,0,0,0,0,0
Maharashtra,2006,Kidnap - For Marriage,631,74,298,249,14,0,635,0,647,0,0,12,0,0,12,0
Manipur,2006,Kidnap - For Marriage,58,8,15,29,6,0,58,0,58,0,0,0,0,0,0,0
Meghalaya,2006,Kidnap - For Marriage,9,3,2,4,0,0,9,0,9,0,0,0,0,0,0,0
Mizoram,2006,Kidnap - For Marriage,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
Nagaland,2006,Kidnap - For Marriage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2006,Kidnap - For Marriage,345,0,35,281,11,0,327,0,341,0,0,11,3,0,14,0
Puducherry,2006,Kidnap - For Marriage,10,3,6,1,0,0,10,0,10,0,0,0,0,0,0,0
Punjab,2006,Kidnap - For Marriage,315,18,91,210,3,0,324,2,326,0,1,0,1,0,2,0
Rajasthan,2006,Kidnap - For Marriage,1060,37,194,620,177,32,1060,0,1060,0,0,0,0,0,0,0
Sikkim,2006,Kidnap - For Marriage,2,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0
Tamil Nadu,2006,Kidnap - For Marriage,488,5,79,385,19,0,488,0,495,0,0,7,0,0,7,0
Tripura,2006,Kidnap - For Marriage,44,0,0,40,4,0,44,0,44,0,0,0,0,0,0,0
Uttar Pradesh,2006,Kidnap - For Marriage,1332,41,379,768,144,0,1332,0,1332,0,0,0,0,0,0,0
Uttarakhand,2006,Kidnap - For Marriage,94,3,12,79,0,0,94,0,94,0,0,0,0,0,0,0
West Bengal,2006,Kidnap - For Marriage,929,13,112,792,12,0,929,0,929,0,0,0,0,0,0,0
Andhra Pradesh,2006,Kidnap - For Prostitution,53,3,5,23,0,0,31,0,53,0,0,22,0,0,22,0
Arunachal Pradesh,2006,Kidnap - For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2006,Kidnap - For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,2006,Kidnap - For Prostitution,3,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0
Chhattisgarh,2006,Kidnap - For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goa,2006,Kidnap - For Prostitution,1,0,1,1,0,0,2,0,2,0,0,0,0,0,0,0
Gujarat,2006,Kidnap - For Prostitution,4,0,0,1,0,0,1,0,4,0,0,2,1,0,3,0
Himachal Pradesh,2006,Kidnap - For Prostitution,2,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0
Jammu & Kashmir,2006,Kidnap - For Prostitution,1,0,0,7,9,0,16,0,16,0,0,0,0,0,0,0
Jharkhand,2006,Kidnap - For Prostitution,3,0,0,1,0,0,1,0,8,0,0,7,0,0,7,0
Karnataka,2006,Kidnap - For Prostitution,3,0,1,2,0,0,3,0,6,0,0,2,1,0,3,0
Kerala,2006,Kidnap - For Prostitution,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
Madhya Pradesh,2006,Kidnap - For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maharashtra,2006,Kidnap - For Prostitution,57,8,114,67,5,0,194,0,194,0,0,0,0,0,0,0
Manipur,2006,Kidnap - For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2006,Kidnap - For Prostitution,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Mizoram,2006,Kidnap - For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2006,Kidnap - For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2006,Kidnap - For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,2006,Kidnap - For Prostitution,4,0,0,2,0,0,4,2,4,0,0,0,0,0,0,0
Sikkim,2006,Kidnap - For Prostitution,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
Tamil Nadu,2006,Kidnap - For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tripura,2006,Kidnap - For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,2006,Kidnap - For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,2006,Kidnap - For Prostitution,206,1,10,189,6,0,206,0,206,0,0,0,0,0,0,0
Andhra Pradesh,2006,Kidnap - For Ransom,30,0,0,0,0,0,2,2,30,0,0,25,0,0,28,3
Arunachal Pradesh,2006,Kidnap - For Ransom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2006,Kidnap - For Ransom,51,0,0,20,8,0,28,0,51,0,0,12,11,0,23,0
Bihar,2006,Kidnap - For Ransom,156,0,0,0,0,0,0,0,156,4,2,111,37,0,156,2
Chandigarh,2006,Kidnap - For Ransom,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
Chhattisgarh,2006,Kidnap - For Ransom,5,0,1,0,0,0,1,0,5,0,0,0,0,0,4,4
Delhi,2006,Kidnap - For Ransom,32,0,0,0,0,0,1,1,32,5,2,3,4,0,31,17
Gujarat,2006,Kidnap - For Ransom,19,0,0,1,0,0,1,0,20,2,1,7,7,2,19,0
Haryana,2006,Kidnap - For Ransom,10,0,0,0,1,0,1,0,10,2,0,2,3,1,9,1
Himachal Pradesh,2006,Kidnap - For Ransom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2006,Kidnap - For Ransom,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
Jharkhand,2006,Kidnap - For Ransom,47,0,1,0,0,0,1,0,46,2,2,25,13,0,45,3
Karnataka,2006,Kidnap - For Ransom,5,0,1,1,0,0,2,0,10,0,1,6,1,0,8,0
Kerala,2006,Kidnap - For Ransom,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
Madhya Pradesh,2006,Kidnap - For Ransom,42,0,0,1,2,0,3,0,42,3,4,20,11,1,39,0
Maharashtra,2006,Kidnap - For Ransom,24,2,1,1,0,0,5,1,24,2,0,8,5,0,19,4
Manipur,2006,Kidnap - For Ransom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2006,Kidnap - For Ransom,14,1,0,5,0,0,7,1,15,0,0,2,5,0,8,1
Mizoram,2006,Kidnap - For Ransom,1,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0
Nagaland,2006,Kidnap - For Ransom,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
Odisha,2006,Kidnap - For Ransom,2,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0
Puducherry,2006,Kidnap - For Ransom,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
Punjab,2006,Kidnap - For Ransom,14,0,0,2,1,0,3,0,14,0,2,2,2,0,11,5
Rajasthan,2006,Kidnap - For Ransom,8,0,0,1,0,0,1,0,8,1,1,2,2,0,7,1
Sikkim,2006,Kidnap - For Ransom,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
Tamil Nadu,2006,Kidnap - For Ransom,2,0,0,0,0,0,0,0,4,1,0,0,3,0,4,0
Tripura,2006,Kidnap - For Ransom,17,0,0,0,0,0,0,0,43,0,0,33,8,2,43,0
Uttar Pradesh,2006,Kidnap - For Ransom,115,1,0,0,0,0,2,1,147,13,13,65,39,4,145,11
Uttarakhand,2006,Kidnap - For Ransom,7,0,0,0,0,0,0,0,7,0,0,5,0,0,7,2
West Bengal,2006,Kidnap - For Ransom,23,0,0,2,0,0,5,3,23,0,0,5,9,0,18,4
Andhra Pradesh,2006,Kidnap - For Revenge,37,0,0,8,0,0,13,5,43,0,0,15,12,2,30,1
Arunachal Pradesh,2006,Kidnap - For Revenge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2006,Kidnap - For Revenge,25,0,0,20,5,0,25,0,25,0,0,0,0,0,0,0
Bihar,2006,Kidnap - For Revenge,75,0,0,0,0,0,0,0,75,1,1,61,12,0,75,0
Chandigarh,2006,Kidnap - For Revenge,7,0,0,0,0,0,0,0,7,1,0,3,2,0,7,1
Chhattisgarh,2006,Kidnap - For Revenge,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
Delhi,2006,Kidnap - For Revenge,4,0,0,1,0,0,1,0,4,0,0,3,0,0,3,0
Gujarat,2006,Kidnap - For Revenge,14,0,0,0,0,0,0,0,14,0,1,5,8,0,14,0
Haryana,2006,Kidnap - For Revenge,31,3,0,0,0,0,4,1,32,3,2,18,5,0,28,0
Himachal Pradesh,2006,Kidnap - For Revenge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2006,Kidnap - For Revenge,5,0,0,2,2,0,4,0,5,0,0,0,1,0,1,0
Jharkhand,2006,Kidnap - For Revenge,19,0,3,0,0,0,3,0,20,1,0,6,10,0,17,0
Karnataka,2006,Kidnap - For Revenge,11,0,0,2,0,0,2,0,21,0,0,17,2,0,19,0
Madhya Pradesh,2006,Kidnap - For Revenge,6,0,0,0,0,0,0,0,6,0,1,1,3,1,6,0
Maharashtra,2006,Kidnap - For Revenge,24,0,0,3,1,0,5,1,24,0,6,7,4,2,19,0
Manipur,2006,Kidnap - For Revenge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2006,Kidnap - For Revenge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,2006,Kidnap - For Revenge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2006,Kidnap - For Revenge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2006,Kidnap - For Revenge,7,0,0,0,0,0,0,0,7,1,0,6,0,0,7,0
Punjab,2006,Kidnap - For Revenge,2,0,0,0,1,0,1,0,2,0,0,0,1,0,1,0
Rajasthan,2006,Kidnap - For Revenge,6,0,0,0,0,0,0,0,6,0,0,4,0,2,6,0
Tamil Nadu,2006,Kidnap - For Revenge,3,0,0,2,0,0,2,0,3,0,0,1,0,0,1,0
Uttar Pradesh,2006,Kidnap - For Revenge,193,0,3,2,0,0,5,0,193,6,19,99,61,1,188,2
West Bengal,2006,Kidnap - For Revenge,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
Andhra Pradesh,2006,Kidnap - For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2006,Kidnap - For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2006,Kidnap - For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,2006,Kidnap - For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,2006,Kidnap - For Sale,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
Haryana,2006,Kidnap - For Sale,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Himachal Pradesh,2006,Kidnap - For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2006,Kidnap - For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,2006,Kidnap - For Sale,4,3,1,0,0,0,4,0,4,0,0,0,0,0,0,0
Karnataka,2006,Kidnap - For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2006,Kidnap - For Sale,2,0,1,0,0,0,2,1,2,0,0,0,0,0,0,0
Maharashtra,2006,Kidnap - For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manipur,2006,Kidnap - For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2006,Kidnap - For Sale,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Mizoram,2006,Kidnap - For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2006,Kidnap - For Sale,2,0,0,1,0,0,3,2,3,0,0,0,0,0,0,0
Odisha,2006,Kidnap - For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,2006,Kidnap - For Sale,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
Tamil Nadu,2006,Kidnap - For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
